iteration,p_response,c_drug,u_gain
90,0.31782924197589524,12442.770295625309,0.05696701004690729
91,0.5116105277871414,10923.038038001609,0.1373805101149248
92,0.39301007449366737,11878.091205248837,0.08364543556443348
93,0.3808739642647596,13262.837217941938,0.11342724068422866
94,0.3347914998774482,12679.14803102684,0.09156720430620842
95,0.371172486557764,12238.083529939051,0.1053237717674317
96,0.2812906612012943,11603.350817125078,0.0808834162162022
97,0.40032032642808446,12154.327985795131,0.15430643150274312
98,0.35568571246196473,12335.040560355486,0.09914619494551687
99,0.38299821866426625,14809.061014806108,0.11770597977565285
100,0.31944785564824263,11703.076911803864,0.0983898556957697
101,0.31414854453613134,12145.413141939875,0.10186492380474094
102,0.42328359203155586,11937.859748144027,0.14626379186632976
103,0.3977433751615967,11493.42948201589,0.17495149231444265
104,0.31749800997231054,10769.224331009174,0.10077255313666625
105,0.3431206147364987,9962.812820703923,0.11545345310494799
106,0.26861142195613913,14142.21693834898,0.09617798795597994
107,0.317046164527009,10630.243388306539,0.10021791851127876
108,0.3377046031845728,10442.958242671133,0.09193595009130646
109,0.3394960190035253,11175.609015731407,0.14235651503366842
110,0.4074579614324629,11961.532966450732,0.14663440354861804
111,0.283942443404721,12916.32818169185,0.10113218266446208
112,0.3735478526062142,14493.40623180917,0.06958163317689174
113,0.3621034250709564,10368.48244549514,0.13809135926577043
114,0.28496446098757505,11211.970968082771,0.10728910009638026
115,0.38018142387788456,12049.757937287097,0.10436294725290836
116,0.32136883290302654,13309.600178407385,0.11090813026903154
117,0.26786773375618894,13244.058180739641,0.10842859161275281
118,0.3936492466011922,11441.206898122571,0.153913270715763
119,0.29685933729743563,12810.375757484358,0.0930249271097753
120,0.3833241516997575,13505.272489587092,0.10652055602520956
121,0.3463066483913669,11995.907295897845,0.15198642496276152
122,0.3851973274103293,10205.87155132421,0.14021278253133082
123,0.386985859370839,15401.415827616833,0.08469376120631704
124,0.3222111231946863,14044.120020902186,0.07898449984129662
125,0.2903085017494315,12727.616514127643,0.13100699752185832
126,0.31574403600459117,12763.613429289098,0.11275024827924397
127,0.42749962844355865,11935.287611564529,0.1686930467918487
128,0.304406917302848,11663.214472664087,0.1044309186006446
129,0.40752280647636413,12825.448334794317,0.11163613172556837
130,0.38371799379721394,13127.387105361126,0.12333963875344718
131,0.33598209173287824,11650.079089163706,0.07453554958842844
132,0.35843111407607814,12291.801273369209,0.0977331706676916
133,0.38684889869350725,10000.40679000303,0.11212646811200461
134,0.32521471101258986,15161.506567204808,0.07446027165821484
135,0.37755827803700676,13402.4357809928,0.13582407398483123
136,0.40976134942236236,10500.172575286944,0.07604321993942631
137,0.38811229042821743,10237.469415468346,0.11848095841936457
138,0.2912804999859299,13581.204848344114,0.12688708502810922
139,0.3132458450390361,13340.14730216336,0.11224254514076355
140,0.34188506061157026,12023.627377498357,0.1107009887790746
141,0.3802586148075944,12407.700649301805,0.11597241759247899
142,0.4005733391390172,11046.34236096633,0.13915042442363526
143,0.3703402534985335,14287.708740789076,0.1094997712737805
144,0.4393713266540784,12202.944477361458,0.1348832008289692
145,0.31555940920122777,12835.929420451339,0.11090949548017716
146,0.2948392332451442,10329.392354748607,0.09103980267653013
147,0.3153874282616862,13643.137323327575,0.14887552256958264
148,0.3933966344024032,12480.760053741062,0.11697667282430532
149,0.35163208932888274,13309.928287450271,0.18464946418537548
150,0.39570456550602795,11523.116997483063,0.13058672388758819
151,0.324854258340278,10805.455649200338,0.10710570146207311
152,0.35878013712711343,14897.530338471879,0.1217064197913188
153,0.41898768473839154,14779.40434564716,0.13773211197581672
154,0.43220700724596695,13038.868933457836,0.1266443770399852
155,0.36231898726427947,11971.803280692036,0.11482142911094396
156,0.33891659765314336,12154.51556017502,0.12737423870937703
157,0.3052831098673868,11923.525033658032,0.07221372496401114
158,0.36209564853576465,12894.564622227192,0.12567119352697181
159,0.3633725604005641,12841.657938409666,0.10380447165355944
160,0.3369088321884106,12718.005601450865,0.14353794713619294
161,0.3689451695253436,16172.773155380362,0.1202626515754142
162,0.4002289675243568,13933.418630231818,0.12680628086329232
163,0.3083836308031338,10255.31943951895,0.11211224968682812
164,0.40601345094074115,12348.445513462373,0.13717057620312706
165,0.32995136786080465,12796.32217263257,0.06478128791362615
166,0.36064883219090976,11979.668808500568,0.0863615957768931
167,0.46235659138750124,9981.238926008142,0.1155817238587559
168,0.2902424198618149,13675.949093782954,0.08251251037697316
169,0.3830297005000846,12837.839008066816,0.1337809083347213
170,0.2852326388953089,11045.446841313382,0.14914860245415718
171,0.2860200545579041,10736.698573309479,0.0983873674492727
172,0.39030069135243234,12317.83556537697,0.150289268596632
173,0.2965632087166707,13406.72096745435,0.12003769966089609
174,0.2719439965622022,14390.882417886185,0.1647017017239483
175,0.31089396993260293,12020.977184125924,0.14824251264673377
176,0.2771587622875816,9203.892593083387,0.07126625055035632
177,0.32070582341121745,11093.309335878377,0.12751013717712073
178,0.36248997916225023,10169.839904172231,0.13745687179511784
179,0.4463217223352007,13818.300246103969,0.17414214514332377
180,0.3499011540585595,13469.576338886858,0.09346546313305687
181,0.38729296203113905,11807.558682014364,0.16180445739127577
182,0.3725897372877939,10381.057917845448,0.12731089155131242
183,0.41167212391432245,10327.56488921331,0.11776315046080456
184,0.31088933948138664,9838.422702664027,0.13508308626417706
185,0.41654765150446227,13174.291898053525,0.14200460416811458
186,0.3462663480253393,12299.125650536072,0.09831572622607604
187,0.39471243935400957,13570.049652455502,0.15752417399111826
188,0.3224762357078135,12055.191443705615,0.10701131203801462
189,0.4417836678856723,12208.303971416874,0.09094272474965959
190,0.3691286944598387,14977.937332490568,0.14277298224182056
191,0.3939647636813758,11991.566886204284,0.0796481479023663
192,0.26213994731668533,10170.013793567407,0.09352175055606544
193,0.364604182085539,12998.440045872007,0.11248699927932047
194,0.3979992730286277,11524.085937377191,0.11068856945510712
195,0.39251682098957,10621.796232996716,0.06421141630934525
196,0.2969120293782478,12078.922468332754,0.04398895613375857
197,0.3310438871916991,11447.803315628165,0.0792098097751336
198,0.2771003955801256,11259.271082114728,0.08724766213067317
199,0.4138621229574432,12506.95614826722,0.09233534178417536
200,0.30673774660741304,13023.344364000628,0.16280755331143232
201,0.36851403874938093,12408.260675513937,0.1805725263117505
202,0.3477428144832826,11481.266309261453,0.08280963647665739
203,0.3233565049877899,15498.759331729465,0.07779601975746582
204,0.3494481719329539,9953.533311700654,0.1214881078540923
205,0.39438980438400617,11576.894899334779,0.15104642697719226
206,0.38572986945149973,12618.598672388374,0.18085913359681374
207,0.3887357262843233,11487.301401102439,0.10917952958315193
208,0.3071879566773002,12663.405948709875,0.09942216322741693
209,0.4918605116919491,14908.865467442,0.1478505288809087
210,0.3324317034749811,14646.65152221372,0.07008214923917551
211,0.32638020917963373,13416.382744256767,0.08968379959178377
212,0.32513543765137726,11420.12278410088,0.13022238602751315
213,0.3558329135407958,12548.99796304908,0.13650885600861584
214,0.35039336103487134,13676.27377929915,0.0992979428442426
215,0.2792469083616177,9473.828345434547,0.06537525743035195
216,0.3215166668412356,13544.9173119429,0.1157225699706884
217,0.31916565415027526,10408.347926954571,0.0971662166341602
218,0.3287426816727173,11112.318127301643,0.07862662219612017
219,0.32518573744817136,13523.932898377414,0.06323794526935743
220,0.33683113848078344,9039.892078361743,0.11981787526478344
221,0.31191546696727795,9084.171751858821,0.1113687723288742
222,0.44331323557131136,12101.140432524615,0.1790447403027471
223,0.34528817024877323,8995.041184704234,0.1306548783227172
224,0.32802109899574067,9882.558341170452,0.13460663183518765
225,0.3634237707944696,11168.991116351845,0.14679937928265296
226,0.305899175724261,12925.808751590805,0.08467767549764683
227,0.3760819032653165,10366.266460635346,0.17030752728426146
228,0.3617652351799874,14210.480278633444,0.0995218158458011
229,0.32517124235726,13237.653662875522,0.05330206347663992
230,0.29658713387397456,13550.007965972642,0.11720579117229787
231,0.39913855390661085,11480.30481645238,0.14717781839748278
232,0.31272264217450113,10001.743268627597,0.07017876349692351
233,0.3214581553907016,11135.366748777342,0.09525926375075855
234,0.18955461112673233,9192.924934553526,0.06771164919234081
235,0.3634318808232989,11092.810415715197,0.09855244963820153
236,0.2401311294582185,15221.10434473174,0.06768529430317852
237,0.43620868845319755,14426.060051429065,0.1481687912393759
238,0.3204344530192504,12136.37203518235,0.08300226303500535
239,0.36209231888734766,11941.973501399101,0.13630242986715463
240,0.3976607311390084,14719.808958409425,0.11908337925531
241,0.4025133369301996,10792.491675985377,0.1067812329581802
242,0.3182124753352315,10528.701276996639,0.13767989637670275
243,0.39624329865192026,13942.672187295742,0.1289023917241582
244,0.362787823664759,11093.330997125558,0.09184888882302839
245,0.3716151059556016,12343.405965871872,0.09475695328713366
246,0.37872815794789016,9518.880916818836,0.12024677457372573
247,0.31761415537653853,11163.461529444186,0.08395632114827332
248,0.3977679979291027,12804.02677709583,0.16652475191561766
249,0.35547674040409083,10100.204072165527,0.10931964601596544
250,0.2906828536897355,12618.242330257128,0.13638310699435519
251,0.36491510615416295,11044.858334778428,0.1114285023247985
252,0.35851780561833635,9884.833821937493,0.12394134584931374
253,0.3581647728261983,11119.242361950623,0.10851937836590982
254,0.35666011074067094,10727.460871732257,0.09795510688885455
255,0.38775725301801145,12244.27603366243,0.1795013993577047
256,0.2993877660513948,9443.025492022172,0.13065816737791797
257,0.39681144440154026,10833.759652341045,0.09090883020128036
258,0.3452537172339969,9472.505566468377,0.10718038623719837
259,0.24436868671042897,11541.334475776799,0.050065478592508476
260,0.33542599783819094,14297.318803509654,0.10662422764498475
261,0.38647544847719406,10953.46669362604,0.10234845942238953
262,0.2746759439910643,13499.85933515094,0.09725595694746769
263,0.4308593146051601,10205.143382107528,0.13067211296645878
264,0.3507085843394206,14102.156385398695,0.17231385882594868
265,0.3144832611980323,10258.45156605587,0.06875585274103282
266,0.415376192113685,11735.34095561015,0.1148979361364374
267,0.3437861426126904,8449.203940492302,0.07432590609593977
268,0.3941897003326675,12459.458610581445,0.13193935263809056
269,0.2972102256729746,12756.138069784136,0.15443835485877272
270,0.286651885415982,11880.57853673021,0.09075879337705298
271,0.36448238954810935,11878.69728020157,0.11619624341383164
272,0.3028383380039632,11833.800010646568,0.09020178129536635
273,0.3388359799616478,11762.685235364295,0.13212776074849367
274,0.3173212573642519,11382.013330683607,0.13855353513873775
275,0.3352525456274266,11471.269413009615,0.13732607198580807
276,0.35994455911358497,11993.338946436688,0.125189364615373
277,0.28591395331865926,12558.455992557803,0.13723230395835914
278,0.3758741072915565,9694.00976105254,0.1312258910606924
279,0.3020283856084157,11533.4499088296,0.10847875067623762
280,0.28854048363804036,13975.505600372504,0.1002348579223986
281,0.3872614352127436,12847.210819886992,0.16743131648170462
282,0.40818628679128194,9815.443087664138,0.13278969297982662
283,0.24605107211949584,11228.646358142361,0.10943617605664771
284,0.3939032051127933,13912.054202228575,0.1175440362262376
285,0.3633782160665327,12033.031669643362,0.15826628750950203
286,0.42943092434660335,11361.581929891145,0.27213681136702844
287,0.34707024919977897,11350.943710546775,0.13337078481641862
288,0.38605865222899033,12725.32583315396,0.10859589317160753
289,0.4235434888140681,11976.217878596288,0.18515979762899404
290,0.4194723748115673,10099.132686877907,0.10776007247504453
291,0.29861265762670514,12280.367829541858,0.1063018335735793
292,0.3614224734338675,10735.227943270203,0.13246709511838098
293,0.4204491512948958,10026.14963512848,0.12955290642873116
294,0.36057926253509986,11719.001940559914,0.11489075225322963
295,0.4398580787662297,13933.981653165532,0.167039726206802
296,0.31047667584725186,15582.21411744993,0.11756419677936185
297,0.3194380067845429,11418.328276882026,0.09782514497929083
298,0.4586801514202552,12225.754739843798,0.14720759760886656
299,0.2463046675796071,13052.947298789506,0.06952511479718311
300,0.29297589069256863,12856.7570475769,0.08335161876794142
301,0.391019744306492,13673.535812145523,0.08275345425617801
302,0.34139861419618767,9719.198548154665,0.11396515225065132
303,0.3949910842950351,9995.28219529843,0.18619009204484274
304,0.33265438537577985,10235.12300307465,0.11014384121100669
305,0.38862871514988323,9973.921278699569,0.12730608516095282
306,0.28139712684669027,13802.639165262737,0.10473646109933939
307,0.32681718987456443,13524.502039252047,0.08094644078579509
308,0.32834656762033854,14883.022489199573,0.10900831965820645
309,0.41794544097032216,12202.293474786184,0.11490281357576022
310,0.3355562327837346,12022.90219725982,0.10336729806567867
311,0.3072170934346363,10777.511639223914,0.0729461292126626
312,0.3533815441301685,12502.664952906058,0.13977936376763084
313,0.2613593490556103,13148.482281495017,0.09542487301297847
314,0.27857535328797106,12051.324531558726,0.1213701934388111
315,0.3743572746113534,13020.469823496725,0.15154476472142578
316,0.39367742935690825,11851.851251422133,0.07677962447477413
317,0.31028160898199086,12444.944840842723,0.09606577563419795
318,0.38280875679186727,13137.244383005333,0.12702848633057912
319,0.4455309022038532,10510.06179941849,0.17123337402835262
320,0.3243604358882246,10780.200569245178,0.12738273116189489
321,0.3173555775823376,13237.051722244336,0.08164371379668812
322,0.34966955498618235,10693.194956422956,0.1112034625747651
323,0.3293482564459547,10302.16371259928,0.13064119858480858
324,0.2872626482961737,10505.179195814884,0.12599627530390536
325,0.3978851272551185,12935.29126085539,0.13949591654353774
326,0.46686644513413367,10194.934707479952,0.12536856013890957
327,0.29923037063766666,13304.707569733906,0.11268158055978882
328,0.40515983711555215,13424.472899064278,0.12497717634315535
329,0.3076656414227866,10492.336369742137,0.17299117230047928
330,0.39773302393799564,12822.184491559306,0.12003320876171679
331,0.338187334265675,11408.583411572698,0.10629766024287271
332,0.23539558516759104,11823.969108098565,0.08107821984897225
333,0.36281711274409345,12231.305314683364,0.14573095325507598
334,0.3474923482387791,13146.19272971461,0.05968954762383213
335,0.29426723803202043,14683.089383904337,0.07596553465459391
336,0.3342098808969745,13003.48788626279,0.09172424293462922
337,0.38508429467777666,9908.697454014111,0.07891387801813256
338,0.2835567474271871,9614.03791230789,0.10100659654019507
339,0.3322924659275942,12413.731862563556,0.08777709677001766
340,0.4811765027351256,11774.376854614773,0.14980246624945293
341,0.37134027191725233,11556.468015234013,0.10611272051228589
342,0.3525067556769678,13342.217310458043,0.13729143984690612
343,0.3964954378532021,11094.251244079038,0.10816135820657875
344,0.45254305577692927,11564.82593376982,0.15864030322725145
345,0.3859928471517674,14169.612374255163,0.09171276171628699
346,0.32438584440773865,11283.979079105351,0.1037119013299344
347,0.23514999162070876,11777.377289489756,0.037843548249094625
348,0.3634357950938115,12742.862302769989,0.13830512610683005
349,0.2895728421523606,13407.159054140468,0.08268091232267344
350,0.28855004210022234,10517.895510072614,0.08283304470284417
351,0.35715031640344336,13199.80249618397,0.07005357180525307
352,0.32157738050087803,13324.826585427849,0.11633181270813626
353,0.3744267957873119,9826.576841777574,0.15236033275290056
354,0.2731191645846092,12224.059911205699,0.13608718419456287
355,0.44660151947533616,12718.964122257792,0.1705381555816674
356,0.31878518186830185,11231.995393231724,0.1435259673305808
357,0.34896518979159086,11748.179474650378,0.083113019626137
358,0.356495127111598,12929.642035322184,0.0990511978433965
359,0.3236480979303014,14459.59802963815,0.11636867649446912
360,0.33444394651666853,10317.053972472626,0.09840895173563423
361,0.33636367248090043,14103.753171662145,0.09906384693727802
362,0.44208926312105545,10602.112789139726,0.1308004542169396
363,0.39209583764294786,11581.956705162796,0.10608741861653677
364,0.3422627854814133,12621.217590960588,0.07529392210552907
365,0.33643635607812156,11774.797983070555,0.10423462720713246
366,0.3864815350094878,11107.397046970338,0.11705306112816113
367,0.3507820380460972,13060.945001244578,0.11234847252658564
368,0.42738597156663594,10631.100987930084,0.17860804173444986
369,0.30658508258011324,11695.360680085218,0.11705621912096252
370,0.45592937315746934,13327.810087000098,0.1328547957876233
371,0.41592287368030645,11620.822423665764,0.1125205071469386
372,0.3717006005742941,12079.391676154071,0.1517538080979886
373,0.3215547684086949,12517.20216916109,0.12851216980130092
374,0.3629745569845396,11894.267572544304,0.10289570264145179
375,0.3952281896646191,12143.947135478207,0.14405330974632885
376,0.3313588596747723,11957.02696468544,0.08786948903739798
377,0.35320061664142677,13118.754097196199,0.1214467118274481
378,0.3929198612064838,12411.633604949662,0.1710888462059612
379,0.33935247788131906,9651.883268925918,0.12743966018802236
380,0.3405944954477386,10539.25172083551,0.1340833922322362
381,0.36227564183458405,12615.982384650772,0.1121483700831843
382,0.35885290697995126,12321.958711884065,0.17470629740928137
383,0.31500040619328484,11921.87164885635,0.1192171334167736
384,0.266005603971025,9698.181637220332,0.15867520531337026
385,0.26408782088105237,12818.102989970203,0.07779825318134179
386,0.31115626023537934,9213.10108731687,0.08668721084113377
387,0.3890232079870432,9979.476003466658,0.1454133483065637
388,0.36477256336145736,15215.49256569069,0.1090087256884441
389,0.41404580801482027,13316.619673662299,0.12589154529539018
390,0.2688179416559958,14339.36757890849,0.06830232862343945
391,0.3253034513158658,13307.468234518712,0.1437480953382925
392,0.30718119337427857,11889.765602430845,0.10103100764673348
393,0.4097482696214956,16084.844897857509,0.08578632887954565
394,0.39588810494523247,8157.696838179555,0.12994290464699582
395,0.29459387932147285,15169.05357520121,0.10876679556211781
396,0.31243511014506736,11206.360155535238,0.09452910245408475
397,0.35840920595691045,11702.616820914458,0.1390000090982167
398,0.4286361415487652,13017.435872028074,0.10412410115068367
399,0.2706054262540494,10843.240979736378,0.12645084818772695
400,0.33213833935001824,10966.889390681456,0.11741599654416225
401,0.28020233026717545,10313.874638606358,0.11413117708445958
402,0.3337207391369946,11272.54360759731,0.12274987536862864
403,0.3198344019288853,10940.463582794491,0.0990042196772434
404,0.3796196530511816,12027.23894427797,0.09436469915110779
405,0.3337255345766231,12933.364798792512,0.1702695868774498
406,0.2930043933523094,12451.002130083094,0.09768852875156286
407,0.3911592015689086,12622.52508294179,0.174197242040349
408,0.37533572939981497,11140.832072620648,0.10979542754501645
409,0.3694894651453085,12537.956274611412,0.19973199612495227
410,0.43583456897396095,10267.511914837885,0.15043742113477446
411,0.28413852871264084,9629.805357291832,0.12152655879317228
412,0.37699780054784504,10451.085385586292,0.17575918847643843
413,0.3008398777174756,10275.420631683592,0.12349269455676401
414,0.36006722517957185,11699.13514314143,0.1187470517016073
415,0.36021278307561055,11730.040278982196,0.11592101390311339
416,0.2582898554327139,10041.630183282936,0.11097789052495383
417,0.31401142889125533,12771.535845926963,0.1441725448573833
418,0.33115219875992563,12365.73933227509,0.17637538475061273
419,0.3843888141730959,14907.871689446865,0.17424849455076977
420,0.3874145512350588,11771.009222973906,0.10473775557783255
421,0.2944557910983403,12679.684041038907,0.11673281437574
422,0.3401230606549283,13251.756213527338,0.10005909180046194
423,0.40600963458675243,11997.486347830758,0.13104496735306756
424,0.348870501381838,11790.727635533993,0.19632360743714306
425,0.2711675101857724,12204.54945521916,0.1320872948252389
426,0.38555740010939626,11491.496058604253,0.18162582651947853
427,0.2965062421839696,10089.190848129894,0.11999628086332945
428,0.27839691421413565,8725.609877231638,0.12383443465579923
429,0.3878287751830223,13066.403324492177,0.11406524947983547
430,0.35813675901532516,10551.591351257173,0.17313505499227672
431,0.3893680619175801,13082.240492395576,0.079240631173321
432,0.39021304187604344,14313.267034111865,0.1654238057295885
433,0.3892697760787028,11936.126870620536,0.11833823329224807
434,0.3795691599870235,12519.155983261084,0.132208879616508
435,0.3334193278039387,14631.38550038867,0.0853470782975511
436,0.34774477644746854,11090.833968477322,0.14749151190205567
437,0.4228410045299737,13895.944446607054,0.15971154271092547
438,0.28080258225295984,15326.213867171566,0.11445940343246827
439,0.34343405193732063,11969.739910098142,0.1075116666526777
440,0.37042867624601533,12407.42482334125,0.11334763090971747
441,0.22895605588970955,11885.113433818065,0.0997183889817943
442,0.37568124554422166,11709.529708753575,0.1375676487749928
443,0.4017258012947415,11248.074582207497,0.17712996298971384
444,0.255645502285231,10149.748837860958,0.07481752712135568
445,0.23428472806143097,10504.255386357147,0.12140787162398418
446,0.41289602203072456,12083.744585148841,0.18927368508144263
447,0.3610109611529983,11208.511897837949,0.12759735711077377
448,0.34199729245763927,13072.194866389285,0.07972340717554255
449,0.40021615075797096,11263.492683643823,0.15660077974100112
450,0.27440160392000124,11321.51573762391,0.10149362209074324
451,0.3951084742949734,10208.22263883072,0.18201837771159976
452,0.3734448687892938,11168.467939288548,0.16063075426518972
453,0.354069902349916,13754.535316259471,0.19213739062807716
454,0.3882009958643072,11167.174941048632,0.11580952215318586
455,0.37858494801418374,12373.29708613114,0.10299162716651526
456,0.3157718372853189,12961.077883911685,0.1807009448891508
457,0.22640875356974344,13053.115328070477,0.08302716189448009
458,0.3887630743058122,13282.642630183136,0.12925648188201858
459,0.2990064074100575,9968.463846086268,0.06422971593248279
460,0.411888637148774,11626.70245294426,0.11832829974836888
461,0.33498442804212797,10044.950594831833,0.12271112481348825
462,0.416952967933451,13721.974990398136,0.09332466468584386
463,0.4193117466050789,10830.882114348284,0.08578921809575102
464,0.2888958135358983,10549.95657357998,0.10293066878354139
465,0.2982437537873129,9819.264839326592,0.09878077045433147
466,0.4489680777876009,10917.824935148223,0.1576098250793065
467,0.3529185862166182,16365.677580139012,0.07353503671509361
468,0.40523288848942396,10122.500822660166,0.11534513039661995
469,0.3440247550094881,17356.38314085646,0.097053364181955
470,0.25860660645453043,13984.236287422857,0.07681623127078081
471,0.33671451138734637,11901.641231636886,0.11743814950583865
472,0.340347117478814,12342.463024203022,0.12641689160304884
473,0.39263542383560973,11310.009287833707,0.1083079921695351
474,0.29674117431142333,12846.000241079688,0.1038503910301936
475,0.3770728280304987,12760.594671657516,0.17721010281409502
476,0.3593843018984124,13098.322633176582,0.08993452080155037
477,0.29594524438681075,11477.42492578208,0.07665344723854474
478,0.38411241964725185,10053.495795917415,0.12852618202372545
479,0.23370273984177395,10360.78286816892,0.08194829331795742
480,0.33591354792121497,9454.932622385671,0.11755559265001639
481,0.3989347842648394,12933.390789901,0.11211318827776103
482,0.31971574773982064,10250.327027059175,0.12788592585347464
483,0.42343049796292986,11168.210407079412,0.09154108808382717
484,0.35900314070915174,13027.508720425762,0.05893614505484055
485,0.35587493221301614,15473.322801761411,0.14327428854842775
486,0.3769314428610195,12549.050321329087,0.15664220532742665
487,0.30258189491918486,10717.651049310738,0.11720303934400282
488,0.3149337815481782,12328.624287640772,0.06635612091910212
489,0.3876527218009135,13249.360163104944,0.12871358457133106
490,0.35719666021105906,14527.939617067832,0.09226176140683363
491,0.3039249957835335,10375.712336660006,0.09620613020857405
492,0.2992364537934758,11993.047710354127,0.08981080879868635
493,0.27864328276113803,9766.993913373703,0.13330380331438052
494,0.34542000882850277,11600.809562923894,0.11768733497633709
495,0.34474314075754303,13104.274714667354,0.1325908755135037
496,0.3195978297437598,10748.023990570762,0.08429593131658858
497,0.2878780629867156,14158.966250332047,0.08138966939704542
498,0.2528060499142266,10720.229703345882,0.07663538131210466
499,0.3656177370334322,10661.204664356294,0.1373206008449362
